Player,Season,GAME ID,Date,Player ID,Team,Opponent,Started,Home/Away,Minutes,Usage Rate,Days Rest,Draftkings Position,FANDUEL Position,Yahoo Position,Draftkings Salary,Fanduel Salary,Yahoo Salary,Draftkings Fantasy Points Scored,Fanduel Fantasy Points Scored,Yahoo Points Scored
Terry Rozier,NBA 2016-2017 Regular Season,0021600849,02/16/2017,1626179,Boston,Chicago,N,R,23.05,19.93,0,PG,PG,PG,3000,3500,10,22.75,21.1,22.6
Jonas Jerebko,NBA 2016-2017 Regular Season,0021600849,02/16/2017,201973,Boston,Chicago,N,R,11.07,9.34,0,PF,PF,PF,3000,3500,10,5.75,5.6,5.6
Jimmy Butler,NBA 2016-2017 Regular Season,0021600849,02/16/2017,202710,Chicago,Boston,Y,H,40.07,28.03,1,SG/SF,SF,SF,9100,9700,46,47,45.3,46.3
Taj Gibson,NBA 2016-2017 Regular Season,0021600849,02/16/2017,201959,Chicago,Boston,Y,H,28.10,15.82,1,PF/C,PF,PF,4700,4600,16,24.5,23.6,23.6
Robin Lopez,NBA 2016-2017 Regular Season,0021600849,02/16/2017,201577,Chicago,Boston,Y,H,26.78,24.26,1,C,C,C,4400,4700,13,31.5,30.6,30.6
Jerian Grant,NBA 2016-2017 Regular Season,0021600849,02/16/2017,1626170,Chicago,Boston,Y,H,27.67,17.69,1,PG,PG,PG,3100,3500,10,15,13.9,14.9
Michael Carter-Williams,NBA 2016-2017 Regular Season,0021600849,02/16/2017,203487,Chicago,Boston,Y,H,21.62,14.32,1,PG,SG,PG,5100,4900,13,19.25,18.9,18.9
Rajon Rondo,NBA 2016-2017 Regular Season,0021600849,02/16/2017,200765,Chicago,Boston,N,H,20.08,15.69,1,PG,PG,PG,4200,4700,11,23.75,22.4,22.4
Bobby Portis,NBA 2016-2017 Regular Season,0021600849,02/16/2017,1626171,Chicago,Boston,N,H,25.63,27.88,1,PF,PF,PF,3400,3500,10,30.5,28.6,29.1
Doug McDermott,NBA 2016-2017 Regular Season,0021600849,02/16/2017,203926,Chicago,Boston,N,H,29.83,19.43,1,SF,SF,SF,4000,4400,10,16,15.4,15.9
Cristiano Felicio,NBA 2016-2017 Regular Season,0021600849,02/16/2017,1626245,Chicago,Boston,N,H,15.50,11.26,1,C,C,C,3600,3600,10,10.25,10,10
Denzel Valentine,NBA 2016-2017 Regular Season,0021600849,02/16/2017,1627756,Chicago,Boston,N,H,4.72,0.00,1,SF,SG,SF,3000,3500,10,0,0,0
Maurice Harkless,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203090,Portland,Orlando,Y,R,38.17,12.09,7,SF,SF,SF,4500,4600,12,29,27.7,28.2
Noah Vonleh,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203943,Portland,Orlando,Y,R,15.98,18.47,7,PF,PF,PF,3000,3500,10,12.5,10.8,10.8
Jusuf Nurkic,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203994,Portland,Orlando,Y,R,34.48,18.66,7,C,C,C,4300,3700,10,44.5,40.9,40.9
CJ McCollum,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203468,Portland,Orlando,Y,R,37.48,28.71,7,PG/SG,SG,SG,7500,7600,33,35,32,32.5
Damian Lillard,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203081,Portland,Orlando,Y,R,32.37,36.63,7,PG,PG,PG,8400,8300,43,43.25,40,42
Allen Crabbe,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203459,Portland,Orlando,N,R,24.87,8.63,7,SG/SF,SG,SG,3600,3500,10,4.25,3.2,3.2
Meyers Leonard,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203086,Portland,Orlando,N,R,11.13,11.10,7,C,PF,C,3300,3500,10,10.25,10,10
Ed Davis,NBA 2016-2017 Regular Season,0021600850,02/23/2017,202334,Portland,Orlando,N,R,13.48,21.13,7,PF/C,PF,PF,3800,3700,10,10.75,10,10
Jake Layman,NBA 2016-2017 Regular Season,0021600850,02/23/2017,1627774,Portland,Orlando,N,R,5.68,15.11,7,PF,PF,PF,3000,3500,10,3,2,2.5
Shabazz Napier,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203894,Portland,Orlando,N,R,26.35,16.28,7,PG,PG,PG,3000,3500,10,32.25,30.4,31.4
Terrence Ross,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203082,Orlando,Portland,Y,H,32.98,24.00,10,SG/SF,SF,SF,3800,3500,10,27.25,25.5,26.5
Aaron Gordon,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203932,Orlando,Portland,Y,H,29.48,13.73,7,PF,SF,PF,4900,4500,19,27.25,26.8,26.8
Nikola Vucevic,NBA 2016-2017 Regular Season,0021600850,02/23/2017,202696,Orlando,Portland,Y,H,32.50,34.54,7,C,C,C,7100,7200,28,40.25,37.8,38.3
Evan Fournier,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203095,Orlando,Portland,Y,H,37.95,24.31,7,SG,SG,SG,6000,5400,20,30.75,29,29.5
Elfrid Payton,NBA 2016-2017 Regular Season,0021600850,02/23/2017,203901,Orlando,Portland,Y,H,22.33,25.25,7,PG,PG,PG,5200,5600,20,16,13.9,13.9
Mario Hezonja,NBA 2016-2017 Regular Season,0021600850,02/23/2017,1626209,Orlando,Portland,N,H,25.22,8.12,7,SF,SG,SF,3200,3600,10,17.25,16.2,17.2
Jeff Green,NBA 2016-2017 Regular Season,0021600850,02/23/2017,201145,Orlando,Portland,N,H,18.40,14.52,7,SF/PF,SF,PF,3700,3600,10,21,20.8,20.8
D.J. Augustin,NBA 2016-2017 Regular Season,0021600850,02/23/2017,201571,Orlando,Portland,N,H,25.67,15.77,7,PG/SG,PG,SG,3000,3500,10,11.5,10,10.5
Bismack Biyombo,NBA 2016-2017 Regular Season,0021600850,02/23/2017,202687,Orlando,Portland,N,H,15.47,7.63,7,C,C,C,3400,3700,10,9.25,8,8
Michael Kidd-Gilchrist,NBA 2016-2017 Regular Season,0021600851,02/23/2017,203077,Charlotte,Detroit,Y,R,38.68,12.26,7,SF,SF,SF,4900,5600,17,42,39.8,39.8
Marvin Williams,NBA 2016-2017 Regular Season,0021600851,02/23/2017,101107,Charlotte,Detroit,Y,R,39.93,13.46,7,PF,PF,PF,4700,5100,15,28.25,27.4,27.4
Frank Kaminsky,NBA 2016-2017 Regular Season,0021600851,02/23/2017,1626163,Charlotte,Detroit,Y,R,39.27,24.83,7,PF/C,PF,PF,6300,6000,19,26.25,24.2,25.7
Nicolas Batum,NBA 2016-2017 Regular Season,0021600851,02/23/2017,201587,Charlotte,Detroit,Y,R,40.27,25.26,7,SG/SF,SG,SG,7000,7200,33,31.5,29.7,30.2
Kemba Walker,NBA 2016-2017 Regular Season,0021600851,02/23/2017,202689,Charlotte,Detroit,Y,R,41.87,26.32,7,PG,PG,PG,7700,7700,39,57.25,55.4,56.9
Jeremy Lamb,NBA 2016-2017 Regular Season,0021600851,02/23/2017,203087,Charlotte,Detroit,N,R,17.27,22.23,7,SG,SG,SG,3200,4100,10,14.5,14.3,14.3
Mike Tobey,NBA 2016-2017 Regular Season,0021600851,02/23/2017,1627861,Charlotte,Detroit,N,R,13.73,6.99,7,C,C,C,3000,3500,10,1,0.5,0.5
Marco Belinelli,NBA 2016-2017 Regular Season,0021600851,02/23/2017,201158,Charlotte,Detroit,N,R,22.85,18.90,7,SG/SF,SF,SF,3600,3700,11,14.5,13.1,13.1
Brian Roberts,NBA 2016-2017 Regular Season,0021600851,02/23/2017,203148,Charlotte,Detroit,N,R,11.13,25.35,7,PG,PG,PG,3000,3500,10,9.25,9.1,9.1
Marcus Morris,NBA 2016-2017 Regular Season,0021600851,02/23/2017,202694,Detroit,Charlotte,Y,H,37.57,21.63,7,SF/PF,SF,SF,5200,5800,20,29,26.6,28.1
Jon Leuer,NBA 2016-2017 Regular Season,0021600851,02/23/2017,202720,Detroit,Charlotte,Y,H,41.40,15.97,7,PF,PF,PF,4600,4700,13,23.75,22.8,22.8
Andre Drummond,NBA 2016-2017 Regular Season,0021600851,02/23/2017,203083,Detroit,Charlotte,Y,H,25.55,20.70,7,C,C,C,7600,8300,34,28.75,25.6,25.6
Kentavious Caldwell-Pope,NBA 2016-2017 Regular Season,0021600851,02/23/2017,203484,Detroit,Charlotte,Y,H,42.73,27.60,7,SG,SG,SG,4900,4900,19,52.25,48.3,51.8
Reggie Jackson,NBA 2016-2017 Regular Season,0021600851,02/23/2017,202704,Detroit,Charlotte,Y,H,19.97,19.59,7,PG,PG,PG,5400,5500,20,10.25,9.2,9.2
Tobias Harris,NBA 2016-2017 Regular Season,0021600851,02/23/2017,202699,Detroit,Charlotte,N,H,37.17,22.90,7,SF/PF,PF,SF,4800,5400,21,43.25,40.4,42.4
Ish Smith,NBA 2016-2017 Regular Season,0021600851,02/23/2017,202397,Detroit,Charlotte,N,H,33.03,18.52,7,PG,PG,PG,3900,4200,11,38.5,37.7,37.7
Stanley Johnson,NBA 2016-2017 Regular Season,0021600851,02/23/2017,1626169,Detroit,Charlotte,N,H,15.80,13.94,7,SG/SF,SF,SG,3000,3500,10,15.5,14.9,15.4
Aron Baynes,NBA 2016-2017 Regular Season,0021600851,02/23/2017,203382,Detroit,Charlotte,N,H,4.68,0.00,7,C,C,C,3500,3500,10,2,2,2
Reggie Bullock,NBA 2016-2017 Regular Season,0021600851,02/23/2017,203493,Detroit,Charlotte,N,H,7.10,6.21,14,SG,SG,SG,3000,3500,10,4.5,4.4,4.4
Trevor Ariza,NBA 2016-2017 Regular Season,0021600852,02/23/2017,2772,Houston,New Orleans,Y,R,26.78,16.77,7,SF/PF,SF,SF,5600,5300,20,25.75,23.4,24.9
Ryan Anderson,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201583,Houston,New Orleans,Y,R,24.07,19.95,7,PF,PF,PF,5100,4800,19,23,20.8,22.3
Nene,NBA 2016-2017 Regular Season,0021600852,02/23/2017,2403,Houston,New Orleans,Y,R,18.52,22.75,7,C,C,C,3000,4300,10,18.25,17.6,17.6
James Harden,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201935,Houston,New Orleans,Y,R,29.68,21.51,7,PG,SG,PG,12500,12600,62,45,40.8,41.3
Patrick Beverley,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201976,Houston,New Orleans,Y,R,30.08,10.86,7,PG/SG,PG,SG,5300,5300,19,30,26.9,26.9
Clint Capela,NBA 2016-2017 Regular Season,0021600852,02/23/2017,203991,Houston,New Orleans,N,R,18.88,23.53,7,C,C,C,5400,5000,19,30,28.6,28.6
Eric Gordon,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201569,Houston,New Orleans,N,R,30.23,25.93,7,SG,SG,SG,5200,5400,16,27.25,24.7,26.7
Lou Williams,NBA 2016-2017 Regular Season,0021600852,02/23/2017,101150,Houston,New Orleans,N,R,25.13,29.05,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.5,31.4,34.9
Sam Dekker,NBA 2016-2017 Regular Season,0021600852,02/23/2017,1626155,Houston,New Orleans,N,R,20.02,10.20,7,SF/PF,SF,SF,3700,3500,10,15.5,14.3,15.3
Montrezl Harrell,NBA 2016-2017 Regular Season,0021600852,02/23/2017,1626149,Houston,New Orleans,N,R,13.60,20.65,7,C,PF,C,3500,3900,10,16.75,16.6,16.6
Bobby Brown,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201628,Houston,New Orleans,N,R,3.00,13.61,11,PG,PG,SG,3000,3500,10,1.5,1.5,1.5
Solomon Hill,NBA 2016-2017 Regular Season,0021600852,02/23/2017,203524,New Orleans,Houston,Y,H,27.43,10.43,7,SF,SF,SF,3900,4200,10,13.25,11.1,11.6
Anthony Davis,NBA 2016-2017 Regular Season,0021600852,02/23/2017,203076,New Orleans,Houston,Y,H,32.88,38.58,7,C,PF,C,10200,10600,53,48.25,46.3,46.3
DeMarcus Cousins,NBA 2016-2017 Regular Season,0021600852,02/23/2017,202326,New Orleans,Houston,Y,H,34.65,26.19,7,PF/C,C,PF,11000,11000,58,70.25,67.1,67.6
E'Twaun Moore,NBA 2016-2017 Regular Season,0021600852,02/23/2017,202734,New Orleans,Houston,Y,H,22.60,12.44,7,PG/SG,SG,PG,3400,3600,10,16.25,16.1,16.1
Jrue Holiday,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201950,New Orleans,Houston,Y,H,35.47,21.89,7,PG,PG,PG,7500,8100,36,19.5,15.8,15.8
Dante Cunningham,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201967,New Orleans,Houston,N,H,25.15,6.50,10,SF/PF,SF,PF,3500,3700,10,13.5,12.3,12.8
Tim Frazier,NBA 2016-2017 Regular Season,0021600852,02/23/2017,204025,New Orleans,Houston,N,H,23.43,12.21,10,PG,PG,SG,3300,3500,10,14,13.3,13.3
Omri Casspi,NBA 2016-2017 Regular Season,0021600852,02/23/2017,201956,New Orleans,Houston,N,H,23.72,18.95,40,SF,PF,SF,3500,3600,10,14.5,12.4,13.4
Donatas Motiejunas,NBA 2016-2017 Regular Season,0021600852,02/23/2017,202700,New Orleans,Houston,N,H,10.03,22.17,7,PF/C,PF,C,3000,3500,10,8,6.4,6.9
Hollis Thompson,NBA 2016-2017 Regular Season,0021600852,02/23/2017,203138,New Orleans,Houston,N,H,4.63,34.25,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3
Carmelo Anthony,NBA 2016-2017 Regular Season,0021600853,02/23/2017,2546,New York,Cleveland,Y,R,40.03,29.86,7,SF,SF,SF,7800,8600,36,33.75,30,31
Kristaps Porzingis,NBA 2016-2017 Regular Season,0021600853,02/23/2017,204001,New York,Cleveland,Y,R,15.58,25.57,7,PF,PF,PF,6600,6600,31,18.25,18,18
Guillermo Hernangomez,NBA 2016-2017 Regular Season,0021600853,02/23/2017,1626195,New York,Cleveland,Y,R,27.37,18.57,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Courtney Lee,NBA 2016-2017 Regular Season,0021600853,02/23/2017,201584,New York,Cleveland,Y,R,36.40,18.48,7,SG,SG,SG,4000,4500,10,43,40.7,42.2
Derrick Rose,NBA 2016-2017 Regular Season,0021600853,02/23/2017,201565,New York,Cleveland,Y,R,31.97,19.24,7,PG,PG,PG,6100,6200,24,21,20.4,20.4
Kyle O'Quinn,NBA 2016-2017 Regular Season,0021600853,02/23/2017,203124,New York,Cleveland,N,R,18.83,15.74,7,PF/C,C,PF,4000,4300,11,18,17,17
Lance Thomas,NBA 2016-2017 Regular Season,0021600853,02/23/2017,202498,New York,Cleveland,N,R,31.47,9.98,7,PF,SF,PF,3000,3500,10,22.75,22,22.5
Brandon Jennings,NBA 2016-2017 Regular Season,0021600853,02/23/2017,201943,New York,Cleveland,N,R,14.13,30.68,10,PG,PG,PG,4000,5000,15,18,16.9,17.4
Justin Holiday,NBA 2016-2017 Regular Season,0021600853,02/23/2017,203200,New York,Cleveland,N,R,11.60,21.71,7,SG/SF,SG,SF,3200,3500,10,8.25,7.6,7.6
Mindaugas Kuzminskas,NBA 2016-2017 Regular Season,0021600853,02/23/2017,1627851,New York,Cleveland,N,R,7.02,5.68,14,SF,SF,SF,3000,3500,10,-0.5,-1,-1
Ron Baker,NBA 2016-2017 Regular Season,0021600853,02/23/2017,1627758,New York,Cleveland,N,R,1.90,18.45,7,PG/SG,PG,SG,3000,3500,10,3.75,3.7,3.7
Sasha Vujacic,NBA 2016-2017 Regular Season,0021600853,02/23/2017,2756,New York,Cleveland,N,R,1.90,20.97,16,SG,SG,SG,3000,3500,10,3.5,3,3.5
Maurice Ndour,NBA 2016-2017 Regular Season,0021600853,02/23/2017,1626254,New York,Cleveland,N,R,1.80,0.00,12,PF,PF,SF,3000,3500,10,0,0,0
LeBron James,NBA 2016-2017 Regular Season,0021600853,02/23/2017,2544,Cleveland,New York,Y,H,37.10,24.06,7,SF,SF,SF,10300,11200,54,64.25,56.1,56.1
Channing Frye,NBA 2016-2017 Regular Season,0021600853,02/23/2017,101112,Cleveland,New York,Y,H,26.67,28.77,7,PF/C,PF,PF,5500,5400,12,21.75,19.6,20.6
Tristan Thompson,NBA 2016-2017 Regular Season,0021600853,02/23/2017,202684,Cleveland,New York,Y,H,31.27,11.63,7,C,C,C,5800,6300,14,37,34.4,34.4
Iman Shumpert,NBA 2016-2017 Regular Season,0021600853,02/23/2017,202697,Cleveland,New York,Y,H,22.85,17.90,7,PG/SG,SG,SG,3500,3700,10,13.25,12.6,13.1
Kyrie Irving,NBA 2016-2017 Regular Season,0021600853,02/23/2017,202681,Cleveland,New York,Y,H,30.42,30.19,7,PG,PG,PG,8700,9000,39,40.5,38.8,39.3
Kyle Korver,NBA 2016-2017 Regular Season,0021600853,02/23/2017,2594,Cleveland,New York,N,H,31.35,17.40,7,SG/SF,SG,SG,4600,4300,11,33.25,30.1,33.1
Derrick Williams,NBA 2016-2017 Regular Season,0021600853,02/23/2017,202682,Cleveland,New York,N,H,26.77,13.58,7,PF,PF,SF,3500,4100,10,17.25,16.2,17.2
Richard Jefferson,NBA 2016-2017 Regular Season,0021600853,02/23/2017,2210,Cleveland,New York,N,H,23.12,15.49,7,SF,SF,SF,3000,3500,10,17,15.4,16.4
DeAndre Liggins,NBA 2016-2017 Regular Season,0021600853,02/23/2017,202732,Cleveland,New York,N,H,2.67,34.05,7,SG,SG,SG,3400,3500,10,4.5,4.4,4.4
James Jones,NBA 2016-2017 Regular Season,0021600853,02/23/2017,2592,Cleveland,New York,N,H,2.60,0.00,7,SG,SG,SG,3000,3500,10,0,0,0
Jordan McRae,NBA 2016-2017 Regular Season,0021600853,02/23/2017,203895,Cleveland,New York,N,H,2.60,17.48,7,SG,SG,SG,3000,3500,10,3.5,3,3.5
Kay Felder,NBA 2016-2017 Regular Season,0021600853,02/23/2017,1627770,Cleveland,New York,N,H,2.60,17.48,7,PG,PG,PG,3000,3500,10,2.75,2.7,2.7
Luc Mbah a Moute,NBA 2016-2017 Regular Season,0021600854,02/23/2017,201601,LA Clippers,Golden State,Y,R,14.13,16.53,7,SF/PF,SF,SF,3000,3500,10,1.5,1,1
Blake Griffin,NBA 2016-2017 Regular Season,0021600854,02/23/2017,201933,LA Clippers,Golden State,Y,R,34.83,21.20,7,PF,PF,PF,9100,9700,45,31.75,30,30.5
DeAndre Jordan,NBA 2016-2017 Regular Season,0021600854,02/23/2017,201599,LA Clippers,Golden State,Y,R,31.07,20.70,7,C,C,C,6400,7600,25,38.25,35.7,35.7
JJ Redick,NBA 2016-2017 Regular Season,0021600854,02/23/2017,200755,LA Clippers,Golden State,Y,R,29.75,16.86,7,SG,SG,SG,4500,4500,14,18,15.9,16.9
Austin Rivers,NBA 2016-2017 Regular Season,0021600854,02/23/2017,203085,LA Clippers,Golden State,Y,R,36.80,21.03,7,PG/SG,PG,PG,5400,5600,19,29,25.4,27.4
Jamal Crawford,NBA 2016-2017 Regular Season,0021600854,02/23/2017,2037,LA Clippers,Golden State,N,R,34.15,20.61,7,SG,SG,SG,4400,4800,14,31.25,30.2,31.2
Raymond Felton,NBA 2016-2017 Regular Season,0021600854,02/23/2017,101109,LA Clippers,Golden State,N,R,23.82,17.59,7,PG/SF,PG,SF,4200,4500,15,29.75,28.1,28.6
Marreese Speights,NBA 2016-2017 Regular Season,0021600854,02/23/2017,201578,LA Clippers,Golden State,N,R,13.78,26.67,7,PF/C,PF,C,3200,3600,10,13.75,12,12.5
Brandon Bass,NBA 2016-2017 Regular Season,0021600854,02/23/2017,101138,LA Clippers,Golden State,N,R,13.17,19.99,7,C,PF,C,3000,3500,10,16,15.8,15.8
Wesley Johnson,NBA 2016-2017 Regular Season,0021600854,02/23/2017,202325,LA Clippers,Golden State,N,R,5.63,13.83,7,SF,SF,SF,3000,3600,10,5.75,5.6,5.6
Brice Johnson,NBA 2016-2017 Regular Season,0021600854,02/23/2017,1627744,LA Clippers,Golden State,N,R,2.87,27.13,3+,PF,PF,PF,3000,3500,10,2,1.4,1.4
Kevin Durant,NBA 2016-2017 Regular Season,0021600854,02/23/2017,201142,Golden State,LA Clippers,Y,H,33.93,23.24,7,SF,SF,SF,9400,10300,52,61.25,56.5,58.5
Draymond Green,NBA 2016-2017 Regular Season,0021600854,02/23/2017,203110,Golden State,LA Clippers,Y,H,22.53,20.43,7,PF/C,PF,PF,7300,7800,36,22,18.2,18.7
Zaza Pachulia,NBA 2016-2017 Regular Season,0021600854,02/23/2017,2585,Golden State,LA Clippers,Y,H,18.13,9.33,24,C,C,C,3800,4400,10,22,21.3,21.3
Klay Thompson,NBA 2016-2017 Regular Season,0021600854,02/23/2017,202691,Golden State,LA Clippers,Y,H,31.23,18.80,7,SG,SG,SG,6700,7200,28,24.5,23,24
Stephen Curry,NBA 2016-2017 Regular Season,0021600854,02/23/2017,201939,Golden State,LA Clippers,Y,H,32.18,32.08,7,PG,PG,PG,9500,9100,49,60.25,54.9,57.9
JaVale McGee,NBA 2016-2017 Regular Season,0021600854,02/23/2017,201580,Golden State,LA Clippers,N,H,11.78,17.53,7,C,C,C,3600,3700,10,8.5,7.8,7.8
Andre Iguodala,NBA 2016-2017 Regular Season,0021600854,02/23/2017,2738,Golden State,LA Clippers,N,H,30.12,16.52,7,SF,SF,SF,3800,4400,10,23.5,21.2,21.2
Patrick McCaw,NBA 2016-2017 Regular Season,0021600854,02/23/2017,1627775,Golden State,LA Clippers,N,H,11.83,10.73,7,SG/SF,SG,SG,3100,3500,10,3.25,3.2,3.2
David West,NBA 2016-2017 Regular Season,0021600854,02/23/2017,2561,Golden State,LA Clippers,N,H,10.90,19.41,35,PF,PF,PF,3000,3500,10,20.5,19.8,19.8
Shaun Livingston,NBA 2016-2017 Regular Season,0021600854,02/23/2017,2733,Golden State,LA Clippers,N,H,17.38,19.48,7,PG,PG,PG,3700,3600,10,12.25,11.7,11.7
James Michael McAdoo,NBA 2016-2017 Regular Season,0021600854,02/23/2017,203949,Golden State,LA Clippers,N,H,8.08,20.95,7,PF,PF,PF,3000,3500,10,15.25,15.1,15.1
Ian Clark,NBA 2016-2017 Regular Season,0021600854,02/23/2017,203546,Golden State,LA Clippers,N,H,9.02,14.07,7,PG/SG,SG,PG,3100,3500,10,4.5,4.4,4.4
Briante Weber,NBA 2016-2017 Regular Season,0021600854,02/23/2017,1627362,Golden State,LA Clippers,N,H,2.87,29.48,7,PG,#N/A,PG,3000,#N/A,10,-0.5,-1,-1
Danilo Gallinari,NBA 2016-2017 Regular Season,0021600855,02/23/2017,201568,Denver,Sacramento,Y,R,30.25,19.01,21,SF,SF,SF,5500,6900,25,28.25,27,27
Kenneth Faried,NBA 2016-2017 Regular Season,0021600855,02/23/2017,202702,Denver,Sacramento,Y,R,13.95,31.24,14,PF,PF,PF,4600,6100,18,9,7.3,7.3
NIkola Jokic,NBA 2016-2017 Regular Season,0021600855,02/23/2017,203999,Denver,Sacramento,Y,R,25.52,13.66,7,C,PF,C,10500,10900,44,20.25,19.2,19.2
Gary Harris,NBA 2016-2017 Regular Season,0021600855,02/23/2017,203914,Denver,Sacramento,Y,R,34.60,25.19,7,SG,SG,SG,5200,5200,17,33,29.9,32.4
Jameer Nelson,NBA 2016-2017 Regular Season,0021600855,02/23/2017,2749,Denver,Sacramento,Y,R,29.45,14.80,7,PG,PG,PG,6500,5600,16,36.5,34.8,35.8
Wilson Chandler,NBA 2016-2017 Regular Season,0021600855,02/23/2017,201163,Denver,Sacramento,N,R,28.85,23.98,11,SF/PF,SF,SF,6800,6600,29,34,29.5,31
Mason Plumlee,NBA 2016-2017 Regular Season,0021600855,02/23/2017,203486,Denver,Sacramento,N,R,22.48,17.60,7,C,C,C,5100,5900,23,17.75,16.1,16.1
Will Barton,NBA 2016-2017 Regular Season,0021600855,02/23/2017,203115,Denver,Sacramento,N,R,32.22,24.34,7,SG/SF,SG,SG,7600,6400,23,27.5,24.9,25.9
Jamal Murray,NBA 2016-2017 Regular Season,0021600855,02/23/2017,1627750,Denver,Sacramento,N,R,18.55,14.09,7,PG/SG,PG,PG,3900,3700,10,5.5,5.4,5.4
Juan Hernangomez,NBA 2016-2017 Regular Season,0021600855,02/23/2017,1627823,Denver,Sacramento,N,R,2.25,0.00,7,PF,PF,SF,5000,3900,10,0,0,0
Mike Miller,NBA 2016-2017 Regular Season,0021600855,02/23/2017,2034,Denver,Sacramento,N,R,1.88,0.00,9,SG,SG,SG,3000,3500,10,0,0,0
Ben McLemore,NBA 2016-2017 Regular Season,0021600855,02/23/2017,203463,Sacramento,Denver,Y,H,22.82,15.02,7,SG,SG,SG,4500,4000,10,14.5,12.9,13.9
Anthony Tolliver,NBA 2016-2017 Regular Season,0021600855,02/23/2017,201229,Sacramento,Denver,Y,H,31.47,8.29,7,SF/PF,PF,PF,3900,3600,10,18.25,16.9,17.4
Kosta Koufos,NBA 2016-2017 Regular Season,0021600855,02/23/2017,201585,Sacramento,Denver,Y,H,21.20,14.36,7,C,C,C,3500,3500,10,19.5,19.2,19.2
Ty Lawson,NBA 2016-2017 Regular Season,0021600855,02/23/2017,201951,Sacramento,Denver,Y,H,31.22,16.72,14,PG,PG,PG,4100,4600,10,25,23.8,23.8
Darren Collison,NBA 2016-2017 Regular Season,0021600855,02/23/2017,201954,Sacramento,Denver,Y,H,32.05,20.79,7,PG/SG,PG,PG,7400,5500,19,43,39.8,40.8
Willie Cauley-Stein,NBA 2016-2017 Regular Season,0021600855,02/23/2017,1626161,Sacramento,Denver,N,H,35.05,31.57,7,C,PF,C,3600,3800,10,43.5,40,40
Tyreke Evans,NBA 2016-2017 Regular Season,0021600855,02/23/2017,201936,Sacramento,Denver,N,H,26.03,25.93,7,SG/SF,SG,SG,4200,4500,16,25,22.3,22.8
Buddy Hield,NBA 2016-2017 Regular Season,0021600855,02/23/2017,1627741,Sacramento,Denver,N,H,26.20,20.45,7,SG,SG,SG,3600,3500,10,27,25.7,26.2
Skal Labissiere,NBA 2016-2017 Regular Season,0021600855,02/23/2017,1627746,Sacramento,Denver,N,H,13.97,27.65,7,PF,PF,PF,3000,3500,10,20.25,19.6,19.6
Otto Porter,NBA 2016-2017 Regular Season,0021600856,02/24/2017,203490,Washington,Philadelphia,Y,R,36.45,9.59,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Markieff Morris,NBA 2016-2017 Regular Season,0021600856,02/24/2017,202693,Washington,Philadelphia,Y,R,27.45,19.64,7,PF,PF,PF,7000,7100,27,23.25,21.4,21.4
Marcin Gortat,NBA 2016-2017 Regular Season,0021600856,02/24/2017,101162,Washington,Philadelphia,Y,R,36.15,17.75,7,C,C,C,6400,6800,23,28.25,24.7,24.7
Bradley Beal,NBA 2016-2017 Regular Season,0021600856,02/24/2017,203078,Washington,Philadelphia,Y,R,41.50,28.45,7,SG,SG,SG,7100,7100,32,50.5,48.8,49.8
John Wall,NBA 2016-2017 Regular Season,0021600856,02/24/2017,202322,Washington,Philadelphia,Y,R,40.90,31.49,7,PG,PG,PG,10100,10300,51,62.5,57.6,57.6
Bojan Bogdanovic,NBA 2016-2017 Regular Season,0021600856,02/24/2017,202711,Washington,Philadelphia,N,R,17.55,13.28,8,SG/SF,SF,SF,4200,3900,13,12,11.3,11.3
Ian Mahinmi,NBA 2016-2017 Regular Season,0021600856,02/24/2017,101133,Washington,Philadelphia,N,R,7.12,15.05,7,C,C,C,3000,3500,10,4.25,3.6,3.6
Kelly Oubre,NBA 2016-2017 Regular Season,0021600856,02/24/2017,1626162,Washington,Philadelphia,N,R,19.25,10.09,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
